ID,Name,Description,URL,Created,Types,Access Modes,Alt. Names / Keywords,Use Proxy,Friendly URL,Subjects,More Info,Map Ct,New,Trial,Featured,Permitted Uses
2507222,CINAHL Ultimate,Cumulative Index to Nursing and Allied Health Literature: authoritative coverage of literature related to nursing and allied health professionals.,"https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=cul",9/1/09 20:02,Biomedical Library;Management Library,,Cumulative Index to Nursing and Allied Health Literature cihnal,Yes,cinahlultimate,"Biomedical/Health Sciences, Business, Business: Health Care Management, Medicine, Health and Society, Nursing",,61,No,No,Yes,
21456689,ClasePeriodica,"Index of articles, essays, book reviews, monographs, conference proceedings, technical reports, interviews and brief notes published in journals edited in Latin America and the Caribbean, and publications that focus on Pan-American issues. In Spanish, Portuguese, French and English.",http://firstsearch.oclc.org/fsip?dbname=ClasePeriodica,5/10/16 14:59,,,,Yes,claseperiodica,"Latin American Studies, Portuguese, Spanish","Coverage: Clase, 1975 to present; Periodica, 1978 to present.",3,No,No,No,
21456690,Classic Mexican Cinema Online,"Collection of popular movie periodicals. Chief magazines and rare editions. Film flyers and the personal scrap books of Fernando de Fuentes; reviews, movie stills, programs, and advertisements.",https://primarysources.brillonline.com/browse/mexican-cinema,5/10/16 14:59,,,,Yes,mexicancinema,"Cinema and Media Arts, Latin American Studies, Spanish",Coverage: 1920-1965,5,No,No,No,
21456691,Classic Sermon Index,"Sermons cataloged according to each sermon’s principal text (e.g., John 3:16), author, book title, and page number within the book that contains it. Many sermons are from historically significant public executions, funerals, and coronations.",http://classicsermonindex.com/search/,5/10/16 14:59,Divinity Library,,csi,Yes,sermonindex,Theological Studies,,1,No,No,No,
21456692,Classical Latin Texts,"Latin literary texts written before A.D. 200, and some texts selected from later antiquity.",http://latin.packhum.org/index,5/10/16 14:59,Divinity Library,,Packard Humanities Institute,No,classicallatintexts,"Church/Religious History, Classics",Canon of Latin Authors: http://latin.packhum.org/canon,3,No,No,No,
43017690,Clinical Skills,Evidence-based skills and procedures together with competency management functionality to meet the learning and reference needs of your organization.,https://epm601.elsevierperformancemanager.com/Personalization/Home?virtualname=vuebl-tnnashville,7/11/18 15:31,,,mosbys mosby's,Yes,clinicalskills,"Biomedical/Health Sciences, Nursing",,10,No,No,No,
26038208,ClinicalKey,"Selected medical texts, medical journals, clinical guidelines, drug information, multimedia resources and patient education materials, and CME materials; diagnoses, conditions, drugs, etc. Accessing the PDF or using personalized features requires registering for a free personal account.",https://www.clinicalkey.com,10/13/16 16:09,Biomedical Library,,clinical key,Yes,clinicalkey,"Biomedical/Health Sciences, Nursing",,33,No,No,No,
26038209,ClinicalKey for Nursing,"Drug information, patient education, professional journals, reference books, current news, clinical updates, evidence-based content, guidelines, images, and care planning tools. Accessing the PDF or using personalized features requires registering for a free personal account.",https://www.clinicalkey.com/nursing/#!/,10/13/16 16:09,Biomedical Library,,clinical key mosby mosbys Mosby's Nursing Consult,Yes,clinicalkeynursing,"Biomedical/Health Sciences, Nursing",,28,No,No,No,
72270268,ClinicalKey Student,"Collection of textbooks, images, and videos covering medical topics. Also includes exam prep questions. Users must register for an account to access the content. Access is limited to MD students.",https://www.clinicalkey.com/student/login,6/16/23 10:13,Biomedical Library,,clinical key,Yes,clinicalkeystudent,"Biomedical/Health Sciences, Nursing","To create a login, click the ""Login via your institution"" and follow steps.",3,No,No,No,
58170012,CNKI China Doctoral/Master Dissertations Full-text Database 中国博士学位论文全文数据库,Dissertations and theses from major universities and institutions in mainland China.,https://oversea.cnki.net/kns?dbcode=CDMD,10/21/20 13:48,,,,Yes,cnkidissertations,Asian Studies,Coverage: 1984 to present.,6,No,No,No,
59719811,CNKI China Reference Works Online Database 中国工具書庫,"Chinese language reference works including dictionaries, encyclopedia, subject dictionaries, industry directories, and handbooks. Simplified Chinese Interface also available.",https://gongjushu.oversea.cnki.net/oversea,1/29/21 17:29,,,CRWO,Yes,cnkireference,Asian Studies,,5,No,No,No,
43017692,Cochrane Library,"A collection of databases containing high-quality, independent evidence to inform healthcare decision-making. It includes the Cochrane Database of Systematic Reviews, Cochrane Central Register of Controlled Trials (CENTRAL), and Cochrane Clinical Answers.",http://www.cochranelibrary.com,7/11/18 15:31,Biomedical Library,,,Yes,cochrane,"Biomedical/Health Sciences, General",,24,No,No,No,
35195309,Colonial America,Manuscript material from the Colonial Office files at the UK National Archives that documents all aspects of life in colonial America. Includes original correspondence between the British government and the governments of the American colonies.,http://www.colonialamerica.amdigital.co.uk,8/24/17 13:44,Alumni,,"Adam Matthew, Early Settlement, Expansion and Rivalries, Towards Revolution, The American Revolution, Legislation and Politics in the Colonies",Yes,colonialamerica,"History, Primary Sources",Coverage: 1606-1822.,53,No,No,No,
67875534,Colonial Caribbean,"Covers the history of the various territories under British colonial governance including administrative documentation, trade and shipping records, minutes of council meetings, and details of plantation life, colonial settlement, imperial rivalries across the region, and the growing concern of absentee landlords.",https://www.colonialcaribbean.amdigital.co.uk/,8/1/22 11:43,,,"Colonial Office files from the National Archives, UK",Yes,colonialcaribbean,History,,16,No,No,No,
43017693,Colonial State Papers,"Offers access to hand-written documents and bibliographic records on early American history, British colonial history, Caribbean history, maritime history, Atlantic trade, plantations, and slavery.",https://search.proquest.com/csp/index?accountid=14816,7/11/18 15:31,,,,Yes,colonialstatepapers,History,,12,No,No,No,
21456694,Columbia Gazetteer of the World,"Comprehensive encyclopedia of geographical places and features. Information on  demography, physical geography, political boundaries, industry, trade, and service activities, agriculture, cultural, historical, and archaeological points of interest, transportation lines, longitude, latitude, and elevations, distance to relevant places, pronunciations, official local government place-names and changed or variant names and spellings.",http://www.columbiagazetteer.org/,5/10/16 14:59,Science and Engineering Library,,,Yes,columbiagazetteer,"Anthropology, General, Latin American Studies",,1,No,No,No,
21456695,Columbia International Affairs Online (CIAO),"Comprehensive source for theory and research in international affairs. Working papers from university research institutes, occasional papers series from NGOs, foundation-funded research projects, conference proceedings, journal abstracts, books, a schedule of events, policy briefs and economic indicators, and maps and country data.",http://www.ciaonet.org/,5/10/16 14:59,,,,Yes,ciao,"Economics, Government Information, Latin American Studies, Political Science",Coverage: 1991 to present.,24,No,No,No,
21456696,Communication & Mass Media Complete (CMMC),"Content of CommSearch and Mass Media Articles Index and other journals in communication, mass media, and other closely-related fields of study.","https://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=ufh",5/10/16 14:59,,,Communication and Mass Media Complete (CMMC) cmcc,Yes,commmassmedia,"Cinema and Media Arts, Communication Studies",,12,No,No,No,
82789498,Compass,"Offers legal professionals in-depth data and rankings on firms and lawyers, helping with market analysis, benchmarking, recruitment, and business growth. The platform provides key insights into financial results, diversity, and hiring trends in the legal field.",https://www.law.com/compass/,10/24/25 13:59,Law Library,,law.com,Yes,compass,Law,,1,No,No,No,
21456697,Compendex,"Interdisciplinary engineering database providing citations and abstracts to journal articles, technical reports and conference proceedings.",http://www.engineeringvillage.com/search/quick.url?CID=quickSearch&database=1,5/10/16 14:59,Science and Engineering Library,,#NAME?,Yes,compendex,"Biomedical Engineering, Chemistry, Civil and Environmental Engineering, Engineering, Materials Science, Mechanical Engineering",,5,No,No,No,
21456698,Comprehensive Aramaic Lexicon,"Comprehensive and searchable lexicon encompassing all the dialects of Aramaic.  Possible searches include search of dictionary headings, text browsing, concordances, and search of  bibliographic archives.",http://cal.huc.edu/,5/10/16 14:59,Divinity Library,,cal,No,aramaiclexicon,Biblical Studies,,0,No,No,No,
2504492,Conference Board,"Economic data and business management research and trends. Consumer Confidence Index; macroeconomic time series on global output, input, and productivity; annual reports on executive compensation and corporate giving.",http://www.conference-board.org/ea/index.cfm,2/18/09 20:45,Management Library;Peabody Library,,the conference board,Yes,conferenceboard,Business,,7,No,No,No,
35195352,Confidential Print: Africa,"Important papers generated by the British Government's Foreign and Colonial Offices between 1834-1966, ranging from single-page letters or telegrams to comprehensive dispatches.",https://www.confidentialprintafrica.amdigital.co.uk,8/24/17 13:46,Alumni,,Adam Matthew,Yes,cpafrica,History,,28,No,No,No,
21456699,Confidential Print: Latin America,"Papers of the British Foreign and Colonial Offices, 1833-1969. Documents include dispatches, telegrams, investigative reports and treaties. Revolutions, political movements, railway development, the Panama Canal, the slave trade, immigration, the Vargas dictatorship in Brazil, indigenous relations.",https://www.confidentialprintlatinamerica.amdigital.co.uk/,5/10/16 14:59,Alumni,,Adam Matthew,Yes,cplatinamerica,"History, Latin American Studies, Primary Sources",Coverage: 1833-1969.;,29,No,No,No,
43017695,Confidential Print: Middle East,"Papers of the British Foreign and Colonial Offices covering events from the Egyptian reforms of Muhammad Ali Pasha, the Middle East Conference of 1921, the Mandates for Palestine and Mesopotamia, and the Suez Crisis in 1956, to the partition of Palestine, post-Suez Western foreign policy, and the Arab-Israeli conflict.",https://www.confidentialprintmiddleeast.amdigital.co.uk,7/11/18 15:31,Alumni,,Adam Matthew,Yes,cpmiddleeast,"History, Primary Sources",Coverage: 1839-1969.,19,No,No,No,
43017696,Confidential Print: North America,"Papers of the British Foreign and Colonial Offices covering such topics as slavery, Prohibition, the First and Second World Wars, racial segregation, territorial disputes, the League of Nations, McCarthyism, and the nuclear bomb.",https://www.confidentialprintnorthamerica.amdigital.co.uk,7/11/18 15:31,Alumni,,Adam Matthew,Yes,cpnorthamerica,"History, Primary Sources",Coverage: 1824-1961.,17,No,No,No,
21456701,Congressional Directory,"Official directory of the US Congress. Short biographies of each member of the Senate and House. Committee memberships, terms of service, administrative assistants and/or secretaries, and room and telephone numbers for Members of Congress. Lists officials of the courts, military establishments, and other Federal departments and agencies, including DC government officials, governors of states and territories, foreign diplomats, and members of the press, radio, and television galleries.",https://www.gpo.gov/fdsys/browse/collection.action?collectionCode=CDIR,5/10/16 14:59,Peabody Library,,,No,congressionaldirectory,"Government Information, Political Science",Coverage: 104th Congress (1995-96) to most recent.,0,No,No,No,
82784551,Consensus,"Academic AI search engine aggregating data from Semantic Scholar, OpenAlex, and a crawl of the scholarly web to cover nearly all of the highest-impact journals and the entirety of PubMed (over 200 million peer-reviewed documents). Note: the results from a Consensus search are not meant to be taken as a final truth but instead represent a snapshot of relevant research findings. Create an account using your vanderbilt.edu email address to access Pro features, which include expanded search capabilities.Trial access expires September 29, 2026. Please provide your feedback on this resource via this brief survey.;;",https://consensus.app/,10/24/25 9:51,,Registration required using vanderbilt.edu email,consensus.ai,No,consensus,General,,5,Yes,Yes,No,
21456702,Contemporary Literary Criticism,"Published criticism on the works of novelists, poets, playwrights, short story writers, and other creative writers now living or who died after January 1, 2000. Emphasis is on criticism of works by established authors who frequently appear on syllabuses of high school and college literature courses. Biographical essays, critical essays or excerpts taken from books, magazines, literary reviews, newspapers, and scholarly journals, and interviews with featured authors.",https://go.gale.com/ps/titleList.do?actionString=DO_FETCH_USER_EBOOKS&userGroupName=nash87800&prodId=LCO&sid=LCO,5/10/16 14:59,,,TEL_database,Yes,contemporaryliterarycriticism,"French, German, Italian, Portuguese, Russian, Spanish, Theatre",,2,No,No,No,
83515949,Cortellis Drug Discovery Intelligence,"CDDI is an integrated source of biological, chemical, and pharmacological data from a variety of sources, e.g., patent offices, conference and journal publications, regulatory agencies, and entity web pages, into a single drug discovery platform.;;Instructions: Please submit through the Eskind Library's Ask Biomedical;form.;Requests will be routed to the CDDI seat holder, who will work with you to deliver the needed insights using CDDI and other relevant information resources. Turnaround time will vary based on the complexity of the question. Please indicate in the question field of the form that it is related to CDDI or drug discovery, and state if there is an urgent deadline. For most inquiries, an initial response regarding the timeline will be received within 2 business days, if not sooner.;More information:;https://clarivate.com/life-sciences-healthcare/research-development/discovery-development/cortellis-pre-clinical-intelligence/.",https://redcap.link/askbiomed,1/12/26 15:24,Biomedical Library,,CDDI,No,,Biomedical/Health Sciences,,0,No,No,No,
21456703,Counseling and Therapy in Video,"Classic collection of videos, providing faculty and students with a first-hand look at the realities of working with clients and the challenges associated with putting theoretical concepts into practice. This collection provides a through grounding in dozens of therapeutic methods and diagnoses.",https://search.alexanderstreet.com/ctiv/?account_id=14816,5/10/16 14:59,Divinity Library,,Alexander Street,Yes,counselingtherapy,"Psychology, Streaming Video, Theological Studies",Coverage: 1985-2010,9,No,No,No,
21456706,County Business Patterns (CBP),"Annual series that provides subnational economic data by industry. Includes the number of establishments, employment during the week of March 12, first quarter payroll, and annual payroll.;",http://www.census.gov/programs-surveys/cbp.html,5/10/16 14:59,Management Library;Peabody Library,,and ZIP Code Business Patterns (ZBP),No,countybusiness,"Business, Datasets and Statistics, Government Information, Political Science",Coverage: 1998 to present.,0,No,No,No,
75190577,COVE Studio,"Collaborative anthology maker and annotation tool that offers pre-coded texts from the public domain that may be included in course anthologies and reading lists. You can also upload your own texts for annotation.  At the Sign In drop down, select Login with Vanderbilt University.",https://vanderbilt.covecollective.org,1/26/24 14:00,,,,No,cove,English,Vendor Tutorials: A COVE How To Guide and Teacher Guide are available.,0,No,No,No,
65421275,Covidence,"Covidence is a systematic reviews production tool for title/abstract screening, full-text screening, data abstraction, and quality assessment. Covidence was designed by researchers familiar with the systematic review process to make conducting reviews more efficient.;Vanderbilt users need to register for an account. You can find more information here",https://www.covidence.org/,2/8/22 15:18,Biomedical Library;Peabody Library,,,No,covidence,Biomedical/Health Sciences,,5,No,No,No,
21456707,CQ Congress Collection,"Public policy issues, information about members of Congress (1981-), vote analysis, and dictionary and encyclopedia-type entries on legislative terms and the legislative process.",http://library.cqpress.com/congress,5/10/16 14:59,Peabody Library,,Congressional Quarterly,Yes,cqcongress,"Government Information, Political Science, Public Policy Studies",,5,No,No,No,
21456708,CQ Politics in America,"Biographical data, committee assignments, election results, CQ Key Votes, interest group ratings, CQ Vote Studies, and contact information on members of the US Congress. Analysis of personalities, political styles, legislative agendas, political ambitions, and reputations. Maps and voting trends on their constituencies, apportionment, and redistricting.",http://library.cqpress.com/pia/,5/10/16 14:59,Peabody Library,,Congressional QuarterlyPIA,Yes,cqpolitics,"Government Information, Political Science",Coverage: Most recent ed. covers previous election; some tables cover as many as the most recent six years.,2,No,No,No,
21456709,CQ Press Library,"Reference resource for research in American government, politics, history, public policy, and current affairs. Simultaneous access to CQ Almanac, CQ Congress Collection, CQ's Politics in America, CQ Political Handbook of the World, CQ Researcher, CQ Supreme Court Yearbook, and CQ Weekly.",http://library.cqpress.com,5/10/16 14:59,Law Library;Peabody Library,,C Q Electronic Library (Congressional Quarterly) C Q Almanac,Yes,cqpresslibrary,"Government Information, Law, Political Science, Public Policy Studies",,7,No,No,No,
21456710,CQ Researcher,"Coverage of the most important issues of the day, written by experienced journalists, footnoted and professionally fact-checked. Articles include an overview, historical background, chronology, pro/con feature, and resources for additional research.",https://cqpress.sagepub.com/cqresearcher/,5/10/16 14:59,Peabody Library,,Congressional Quarterly,Yes,cqresearcher,"Government Information, Political Science, Public Policy Studies",Coverage: 1991 to present.,24,No,No,No,
35195666,"Crime, Punishment, and Popular Culture","Trial transcripts, court proceedings, police and forensic documents, photographs, true crime literature and detective novels, and newspaper accounts derived from French, German, Spanish, Australian, British and U.S. sources.",https://link.gale.com/apps/CPPC?u=nash87800,8/24/17 13:54,Law Library,,,Yes,crimepunishculture,"History, Law, Primary Sources",Coverage: 1790-1920.,12,No,No,No,
21456713,Cross-National Time-Series Data Archive,"Longitudinal set of economic, political, population, and demographic variables with emphasis on political regime and systems data. Originally based on data from the Statesman's Yearbook.",http://www.databanksinternational.com/Data/,5/10/16 14:59,,,cnts Cross National Time Series Data Archive,Yes,crosstimedata,"Datasets and Statistics, Economics, Sociology",Coverage: approximately 1815-present.,0,No,No,No,
48485210,"Cuban Culture and Cultural Relations, 1959-, Part 1: â€œCasa y Culturaâ€","Primary source materials from the Archivo Vertical at Casa de las Américas library document the activities of the institution both in Cuba and beyond, bearing testimony to the conflicts and passions of a turbulent time.",https://primarysources.brillonline.com/browse/cuban-culture-and-cultural-relations,5/31/19 11:03,,,,Yes,cubanculture,"Art, History, Latin American Studies, Primary Sources, Spanish",,5,No,No,No,
2521508,CultureGrams,"Reports on countries and territories, including every United Nations-member state. Focused on culture: language, personal appearance, greetings, family structure and more. Local experts document details of customs, traditions and daily life.",http://proxy.library.vanderbilt.edu:8181/login?url=https://explore.proquest.com/ip?accountid=34886&app=CG,8/30/13 18:49,Management Library,,culture grams,No,culturegrams,Business,,6,No,No,No,
43017698,Current Contents Connect,"Complete tables of contents and bibliographic information from the world’s leading scholarly journals and books; also includes relevant, evaluated web sites and documents.",http://webofknowledge.com/?DestApp=CCC,7/11/18 15:32,Biomedical Library;Science and Engineering Library,,,Yes,currentcontents,"Biological Sciences, Biomedical/Health Sciences",Coverage: 1998 to present.,0,No,No,No,
26038210,Current Protocols,"Laboratory protocol manuals for scientists conducting research in several fields. Basic and alternative protocols, including an overview, instructions, and lists of materials.",https://currentprotocols.onlinelibrary.wiley.com/,10/13/16 16:09,Biomedical Library,,wiley,Yes,currentprotocols,Biomedical/Health Sciences,,1,No,No,No,
72666365,Dalloz.fr,"Provides access to legal materials published by Dalloz - codes, jurisprudence (case law), journals, and legal encyclopedias. All materials are searchable in French only.",https://www.dalloz.fr/,7/21/23 13:44,Law Library,,,Yes,dalloz,Law,,1,No,No,No,
72076650,Dao jiao jing dian ku 道教經典庫,"Also known as Database of Taoist classics: includes Zhengtong Daozang (正統道藏), Ming Wali xu Daozang (明萬歷續道藏) and Zang wai dao shu (藏外道書)",http://server.wenzibase.com,6/1/23 11:49,,,"Daoist Classics Database, Taoist Classics Database",Yes,daojiojindian,"Asian Studies, Religious Studies",,0,No,No,No,
43017699,Data Citation Index,"Research data, including data studies, and data sets from a wide range of international data repositories to connect with the scientific literature that tracks data citation.",http://www.webofknowledge.com/DCI,7/11/18 15:32,Biomedical Library;Science and Engineering Library,,,Yes,datacitation,Datasets and Statistics,Coverage: 1900-present.,1,No,No,No,
46384774,Database of Chinese Popular Literature = 中國俗文庫,"Popular literary works from the Qin-Han Dynasties to the early years of the Republic of China, including novel, script for story-telling, theatrical text, story song, storytelling in southern dialects, common saying story, rare books, and treasure volume.",http://server.wenzibase.com,1/14/19 11:58,,,Zhongguo su wen ku,Yes,chinesepopularliterature,Asian Studies,,3,No,No,No,
2504495,Datastream Advance,Historical data for financial markets worldwide and an extensive collection of historical country economic and time series data.,http://researchguides.library.vanderbilt.edu/finance/plugins,2/20/09 17:18,Management Library,,data stream,No,datastream,"Business, Business: Finance and Markets",Tutorial: http://researchguides.library.vanderbilt.edu/loader.php?type=d&id=858432,0,No,No,No,
41417955,DBpia,"Korean scholarly journals covering literature, economics & business, medical science, humanities, theology, law & administration, arts, engineering, natural science, and education",http://www.dbpia.co.kr/,4/13/18 11:28,,,,Yes,dbpia,Asian Studies,,9,No,No,No,
21456717,Declassified Documents Reference System (DDRS) (now called U.S. Declassified Documents Online),"Declassified government documents covering major domestic and international events since the end of World War II. Cabinet meeting minutes, correspondence, diary entries, intelligence reports, political analyses and technical studies from the White House, State Department, National Security Agency, FBI, and CIA.",https://link.gale.com/apps/USDD?u=nash87800,5/10/16 14:59,,,"TEL_database, U.S. Declassified Documents Online",Yes,declassified,"Communication Studies, Government Information, History, Latin American Studies, Political Science",,48,No,No,No,
72378242,Decolonization: Politics and Independence in Former Colonial and Commonwealth Territories,"Pamphlets, reports, speech transcripts, and other materials related to the transition to self-rule in different nations, and the ways in which former colonies and Commonwealth nations negotiated their own agency and their own futures.",https://link.gale.com/apps/DPIT?u=nash87800,6/26/23 13:56,,,,Yes,decolonization,Primary Sources,,0,No,No,No,
43017700,Defining Gender,"British primary sources providing a gendered perspective on social conduct, power distribution within the family, religion and morality, consumption and leisure, education of men and women, and perceptions of the body.",http://www.gender.amdigital.co.uk/,7/11/18 15:32,Alumni,,Adam Matthew,Yes,defininggender,"Gender and Sexuality Studies, History, Primary Sources",Coverage: 1450‑1910.,15,No,No,No,
42194008,Derwent Innovations Index,Value-added patent information from Derwent World Patent Index and patent citation information from the Patents Citation Index.,http://webofknowledge.com/DIIDW,5/24/18 10:38,Science and Engineering Library,,,Yes,derwent,General,Coverage: 1963-present.,50,No,No,No,
73695509,Diao long: Zhong Ri gu ji quan wen zi liao ku  雕龍 : 中日古籍全文資料庫.,"A database consisting of sub-databases containing the full-text of more than 30,000 pre-modern works, chiefly in Chinese, with some Japanese titles. The sub-databases include works such as the Daoist classics, the Sibu congkan and Sibu beiyao, manuscripts from Dunhuang, the Siku quanshu, the Xuxiu Siku quanshu, banned books from the Siku quanshu, local gazeteers, Imperial examination papers, folk literature, books on pharmacology and medicine, and more.",http://hunteq.com/ancientc/ancientkm,9/27/23 13:16,,,,Yes,diaolongzhongri,Asian Studies,,4,No,No,No,
21456719,Dictionary of Literary Biography,"Profiles of past and present authors, historians, journalists, screenwriters, publishers, and playwrights discussing their lives and careers and critical response to their works. Includes the Documentary Series, Main Series, and Yearbook.",https://link.gale.com/apps/DLBC?u=nash87800,5/10/16 14:59,,,Dictionary of Literary Biography Yearbook and Dictionary of Literary Biography Documentary Series,Yes,dictionaryliterarybiography,"English, German, Juvenile Literature",,58,No,No,No,
21456720,Dictionary of Old English Web Corpus,"Complete record of surviving Old English, except for some variant manuscripts of individual texts.",https://corpus.doe.utoronto.ca,5/10/16 14:59,,,,Yes,doecorpus,English,,1,No,No,No,
21456721,Dictionnaire d'histoire et de de géographie ecclésiastiques,"Articles on the history of the Church, focused on people, places, and institutions. Includes biographies of bishops who officiated between 1198 and 1648.",https://apps.brepolis.net/DHGE/test/Default2.aspx,5/10/16 14:59,Divinity Library,,DHGE Bischöfe des Heiligen Römischen Reiches und der deutschsprachigen Länder (BHRR) Letouzey et Ané,Yes,dictionnairedhistoiregeographie,"Church/Religious History, History",,2,No,No,No,
21456678,Digital Collections at the Center for Research Libraries,"Newspapers, journals, documents, archives, and other traditional and digital resources. Most materials acquired are from outside the United States, many from Africa, the Middle East, Southeast Asia, South Asia, and Latin America.",http://www.crl.edu/electronic-resources/collections,5/10/16 14:59,,,crl Global Resources Network,Yes,crl,"African American and Diaspora Studies, English, History, Primary Sources",Access Note: CRL materials should be requested via an interlibrary loan request.,9,No,No,No,
21456724,Digital Dictionary of Buddhism (DDB),"Pan-Buddhist compilation of Chinese logograph-based terms, texts, temple, schools, persons, etc. found in Buddhist canonical sources.  Dictionaries and other reference sources are in many Asian languages (Chinese, Japanese, Korean, Pali, Sanskrit and Tibetan).",http://www.buddhism-dict.net/ddb/,5/10/16 14:59,Divinity Library,,DDB,Yes,dictbuddhism,Religious Studies,,4,No,No,No,
21456725,Digital Karl Barth Library,"Theologian Karl Barth's Gesamtausgabe, the Kirchliche Dogmatik, church dogmatics, sermons, letters, lectures, conversations, and academic writings.",https://search.alexanderstreet.com/bart/?account_id=14816,5/10/16 14:59,Divinity Library,,karl bart carl barth karl barth alexander street,Yes,karlbarth,Theological Studies,,0,No,No,No,
15465184,Digital National Security Archive,Full-text collection of declassified documents relating to U.S. foreign policy decisions from post-World War II to the present.,https://search.proquest.com/dnsa/advanced?accountid=14816,8/27/15 14:15,,,dnsa,Yes,digitalnationalsecurity,"Government Information, History, Latin American Studies, Political Science, Public Policy Studies",Coverage: 1945 to present.,39,No,No,No,
21456726,"Digital Sanborn Maps, 1867-1970 (Tennessee)","Large-scale landbook maps which includes information such as outline of each building, the size and shape and construction materials, heights, and function of structures, location of windows and doors, street names, street and sidewalk widths, property boundaries, building use, and house and block numbers. Textual information includes construction details, ownership and building use. Fire insurance maps of Tennessee.",http://digitalsanbornmaps.proquest.com/about?accountid=14816,5/10/16 14:59,Science and Engineering Library;Peabody Library,,,Yes,sanborn,"Education, History",,24,No,No,No,
59703009,Digital Theatre Plus,"Streaming video collection of current, leading British theatre productions. Includes behind-the-scenes documentaries as well as teaching and learning resources to facilitate a deeper understanding of the productions and texts.",https://edu.digitaltheatreplus.com,1/29/21 10:21,,,Theater DTP,Yes,digitaltheatre,Theatre,,8,No,No,No,
55523038,Digitalia Hispánica,Full-text Spanish language electronic books and journals. Users will need to create a free account to download content.,http://www.digitaliapublishing.com,6/24/20 10:15,,,,Yes,digitaliahispanica,"Latin American Studies, Spanish",Vendor Tutorials: https://www.digitaliapublishing.com/ar,8,No,No,No,
21456729,Directory of Open Access Journals (DOAJ),Comprehensive coverage of all open access scientific and scholarly journals that use a quality control system to guarantee the content.,http://www.doaj.org/,5/10/16 14:59,Divinity Library;Law Library;Alumni;Alumni - Law Library;Peabody Library,,doaj,No,doaj,"Biblical Studies, Church/Religious History, General, Law, Law: Legal News and Articles, Religious Studies, Theological Studies",,4,No,No,No,
26038211,Disability in the Modern World,"Primary sources, supporting materials, video, and archives, in disability history and disability studies, but also in history, media, the arts, political science, education, and other areas where the contributions of the disability community are typically overlooked.",https://search.alexanderstreet.com/disa/?account_id=14816,10/13/16 16:09,,,Alexander Street,Yes,disabilitymodernworld,"Medicine, Health and Society, Streaming Video",,9,No,No,No,
21456730,Dissertations & Theses Full Text,"Dissertations and theses from around the world in business, health & medicine, history, literature & language, science & technology, social sciences, and the arts. Includes Vanderbilt University dissertations and theses.",https://search.proquest.com/pqdtglobal?accountid=14816,5/10/16 14:59,Biomedical Library;Divinity Library;Science and Engineering Library;Peabody Library,,Proquest Dissertations & Theses Full Text  dissertation digital dissertations disertation disertations thesis pro quest,Yes,dissertationstheses,"Biblical Studies, Biological Sciences, Biomedical/Health Sciences, Chemistry, Church/Religious History, Earth and Environmental Science, Engineering, General, Mathematics, Nursing, Physics and Astronomy, Religious Studies, Theological Studies",Coverage: 1743-present.,118,No,No,No,
21456731,Dissertationsmeldestelle der Gesellschaft für Musikforschung,Citations of dissertations in German-speaking countries.,http://www.dissertationsmeldestelle.de/,5/10/16 14:59,Music Library,,,No,dissertationsmeldestelle,Music,,0,No,No,No,
79025249,Ditki,"Anatomy and physiology course with recorded lectures, figures, highlighting capability, flashcards, and review questions, First time users will need to create an account using their Vanderbilt email at https://ditki.com/register/group. Returning users, please visit: https://ditki.com/login;",https://ditki.com/login,11/21/24 14:27,Biomedical Library,,,No,ditki,Biomedical/Health Sciences,,0,No,No,No,
21456732,Doctoral Dissertations in Musicology,"American Musicological Society's database of bibliographic records for completed dissertations and new dissertation topics in the fields of musicology, music theory, and ethnomusicology, as well as in related musical, scientific, and humanistic disciplines.",http://www.ams-net.org/ddm/index.php,5/10/16 14:59,Music Library,,,No,dissertationsmusicology,Music,"Access Note: The dissertations are not included themselves, but can be ordered through ProQuest if needed.",0,No,No,No,
49142707,Docuseek,"Streaming access to documentary and social issue films from a variety of distributors, including Bullfrog, Collective Eye, and Icarus Films.",https://docuseek2.com/vanderbilt,7/19/19 9:14,,,Docuseek2,Yes,docuseek2,"Cinema and Media Arts, General, Streaming Video",,154,No,No,No,
21456735,DRAM,"Recordings, liner notes, and essays, including the full catalog of New World Records.",http://proxy.dramonline.org,5/10/16 14:59,Music Library,,,Yes,dram,Music,,8,No,No,No,
21456736,DrugBank,"Bioinformatics and cheminformatics resource combines detailed drug (i.e. chemical, pharmacological and pharmaceutical) data with comprehensive drug target (i.e. sequence, structure, and pathway) information.",http://www.drugbank.ca/drugs/,5/10/16 14:59,Science and Engineering Library,,,No,drugbank,Chemistry,,5,No,No,No,
21456737,Duxiu (读秀),"Duxiu searches journals, newspapers, conference proceedings and books.",http://www.duxiu.com/,5/10/16 14:59,,,,Yes,duxiu,Asian Studies,,5,No,No,No,
21456738,Dyabola,"Index of material on all areas of Mediterranean and and Near Eastern archaeology and philology from prehistory to the Byzantine era. Citations for books, book reviews, chapters, articles, and festschriften.",http://www.db.dyabola.de/dya/dya_srv2.dll?00,5/10/16 14:59,Divinity Library,,,Yes,dyabola,"Anthropology, Biblical Studies, Church/Religious History, Classics, Religious Studies",Access Note: Select the flag corresponding to the search interface language you desire.,44,No,No,No,
